USN,Status,Details,SupplementaryDataStatus
4AL22CS080,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS081,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS082,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS083,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS084,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS085,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS086,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS087,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS088,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS089,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS090,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS091,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS092,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS093,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS094,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS095,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS096,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS097,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS098,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS099,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS100,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS101,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS102,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS103,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS104,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS105,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS106,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS107,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS108,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS109,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS110,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS111,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS112,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS113,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS114,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS115,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS116,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS117,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS118,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS119,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS120,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS121,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS122,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS123,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS124,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS125,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS126,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS127,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS128,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS129,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS130,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS131,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS132,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS133,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS134,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS135,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS136,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS137,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS138,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS139,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS140,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS141,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS142,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS143,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS144,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS145,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS146,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS147,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS148,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS149,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS150,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS151,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS152,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS153,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS154,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
